26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,247,255,26,247,255,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41,26,0,247,26,0,247,26,247,255,26,247,255,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,17,0,162,0,0,0,0,247,5,0,0,0
26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,247,255,20,247,219,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,237,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,0,247,5,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0
26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,25,0,237,24,0,230,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,228,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,25,0,237,26,0,247,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,75,1,0,0,0,0,0,0,0,0,0,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,247,5,0,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,3,0,247,5,0,247,5,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,25,0,237,26,0,247,26,0,247,0,247,5,0,247,5,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,41,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,219,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,26,0,247,26,0,247,0,0,0,0,44,1,0,247,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,0,0,0,26,0,247,26,0,247,26,0,247,26,0,247,16,0,153,26,0,247,26,0,247,26,247,255,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,26,247,255,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,26,0,247,26,247,255,26,247,255,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,247,5,0,0,0,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,247,5,0,0,0,1,0,12,0,0,0,0,0,0,26,0,247,0,0,0,0,247,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,26,247,255,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26,247,255,26,247,255,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,247,5,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,26,0,247,26,0,247,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,247,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,247,255,26,247,255,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,247,255,26,247,255,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,247,5,0,0,0,0,0,0,26,0,247,26,15,250,26,247,255,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,15,250,26,247,255,26,0,247,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,247,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,247,26,245,255,26,247,255,0,247,5,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,247,5,26,245,255,26,0,247,26,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,8,0,0,0,0,0,0,0,26,0,247,26,247,255,26,247,255,26,0,247,0,0,0,0,0,0,0,0,0,26,0,247,26,0,247,26,247,255,18,247,223,26,0,247,26,0,247,0,0,0,0,247,5,0,0,0,26,0,247,0,0,0,0,0,0,26,0,247,0,0,0,0,9,0
